schema_version,experiment_id,run_id,timestamp_utc,mode,n_qubits,depth,trial,seed,optimizer,listing_model,wire_traversal,original_size,optimized_size,reduction,fidelity,runtime_seconds,success
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.732763+00:00,full,5,1,54,42000154,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0009965896606445312,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.734762+00:00,full,5,1,55,42000155,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009980201721191406,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.735746+00:00,full,5,1,55,42000155,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009846687316894531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.737758+00:00,full,5,1,56,42000156,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999991,0.0010082721710205078,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.738761+00:00,full,5,1,56,42000156,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999991,0.0010025501251220703,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.740757+00:00,full,5,1,57,42000157,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0000000000000004,0.0009834766387939453,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.741771+00:00,full,5,1,57,42000157,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0000000000000004,0.0010135173797607422,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.742774+00:00,full,5,1,58,42000158,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999991,0.001003265380859375,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.743755+00:00,full,5,1,58,42000158,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999991,0.0009810924530029297,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.745759+00:00,full,5,1,59,42000159,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0010051727294921875,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.746756+00:00,full,5,1,59,42000159,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009965896606445312,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.748755+00:00,full,5,1,60,42000160,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.750776+00:00,full,5,1,60,42000160,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0020203590393066406,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.753302+00:00,full,5,1,61,42000161,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999996,0.0015473365783691406,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.754397+00:00,full,5,1,61,42000161,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999996,0.0010941028594970703,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.756375+00:00,full,5,1,62,42000162,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.001978158950805664,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.757375+00:00,full,5,1,62,42000162,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0010001659393310547,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.759377+00:00,full,5,1,63,42000163,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999993,0.0020020008087158203,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.761378+00:00,full,5,1,63,42000163,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999993,0.002001047134399414,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.764377+00:00,full,5,1,64,42000164,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.001998424530029297,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.765377+00:00,full,5,1,64,42000164,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0010004043579101562,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.768377+00:00,full,5,1,65,42000165,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.002000570297241211,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.770376+00:00,full,5,1,65,42000165,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0019989013671875,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.773378+00:00,full,5,1,66,42000166,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999991,0.0020012855529785156,True
