schema_version,experiment_id,run_id,mode,family,n_qubits,trial_seed,trial_idx,original_size,original_depth,original_cnot,ceiling_proxy_value,input_circuit_sha256,strategy_name,gate_reduction,depth_reduction,cnot_reduction,fidelity,fidelity_source,optimized_size,phase1_time_ms,phase2_time_ms,final_phase1_time_ms,total_time_ms,phase1_skipped,phase2_skipped
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,504579232,1,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5645999956177548,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1306710475,2,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.114999988814816,8.880800000042655,4.217199995764531,17.567100003361702,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1306710475,2,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5242999943438917,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,479546681,3,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.087599998456426,9.02749999659136,4.0855999977793545,17.551500000990927,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,479546681,3,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5072999958647415,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,106328085,4,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.664499996579252,9.696399996755645,4.160600001341663,18.848300009267405,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,106328085,4,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5342999977292493,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,30349564,5,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,5.633499997202307,9.087799990084022,4.068599999300204,19.14089999627322,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,30349564,5,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5795000072102994,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1855189739,6,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.232799998135306,9.202000001096167,4.136500007007271,17.923700012033805,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1855189739,6,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.67269998928532,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,99052376,7,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.240099995513447,9.291700000176206,4.1914000030374154,18.07310000003781,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,99052376,7,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.552399990032427,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1250819632,8,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.152699999394827,9.06070000200998,4.227299999911338,17.80220000364352,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,1250819632,8,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5779999957885593,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,106406362,9,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.2021999979624525,9.226800000760704,4.233799991197884,18.021999989286996,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,106406362,9,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5337000077124685,True,True
1.0.0,E21,e21_full_20260721_072214,full,GHZ,4,480404538,0,4,4,3,0,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,4,0.8879999950295314,0.6569999968633056,0.6488999933935702,2.5547999975970015,False,False
1.0.0,E21,e21_full_20260721_072214,full,GHZ,4,480404538,0,4,4,3,0,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,4,0.0,0.0,0.0,0.4034000012325123,True,True
1.0.0,E21,e21_full_20260721_072214,full,GHZ,4,1717389822,1,4,4,3,0,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,4,0.8165000035660341,0.8140999998431653,0.6349000032059848,2.572800003690645,False,False
1.0.0,E21,e21_full_20260721_072214,full,GHZ,4,1717389822,1,4,4,3,0,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,4,0.0,0.0,0.0,0.3789000038523227,True,True
